,type_property,type_subproperty,price,locality,netHabitableSurface,nr_bedrooms,kitchen_installed,nr_facades,hasGarden,garden_m2,hasTerrace,terrace_m2,furnished_YN,swimpool_YN,type_of_sale,land,basement,building,fireplaceExist
6229627,APARTMENT,APARTMENT,204000,2900,87,2,False,0,False,0,True,0,False,False,,0,87,AS_NEW,False
8007522,APARTMENT,SERVICE_FLAT,207010,8954,70,2,False,0,False,0,False,0,False,False,,0,70,GOOD,False
8813012,APARTMENT,APARTMENT,210500,8540,73,2,False,0,False,0,True,16,False,False,,0,73,,False
8252529,APARTMENT,GROUND_FLOOR,215000,1400,63,1,True,0,True,500,True,25,False,False,,0,63,,False
8813010,APARTMENT,APARTMENT,215000,8530,83,2,False,0,False,0,True,10,False,False,,0,83,,False
8825782,APARTMENT,PENTHOUSE,219000,2500,0,1,True,0,False,0,True,0,False,False,,0,0,,False
8497865,APARTMENT,APARTMENT,219000,4620,97,2,True,0,False,0,True,5,False,False,,0,97,,False
8497868,APARTMENT,APARTMENT,224000,4620,97,2,True,0,False,0,True,5,False,False,,0,97,,False
8497864,APARTMENT,APARTMENT,225000,4620,99,2,True,0,False,0,True,6,False,False,,0,99,,False
8837036,APARTMENT,APARTMENT,225000,8420,0,2,True,0,False,0,True,0,False,False,isAnInteractiveSale,0,0,,False
8754178,APARTMENT,APARTMENT,225000,8670,0,2,True,0,False,0,True,0,False,False,,0,0,GOOD,False
8920500,APARTMENT,APARTMENT,229000,2550,95,2,False,0,False,0,False,0,False,False,,0,95,,False
8497867,APARTMENT,APARTMENT,230000,4620,99,2,True,0,False,0,True,6,False,False,,0,99,,False
8065257,APARTMENT,APARTMENT,240000,8300,75,2,False,0,False,0,True,0,False,False,,0,75,GOOD,False
8071083,APARTMENT,APARTMENT,240000,8301,75,2,False,0,False,0,True,0,False,False,,0,75,GOOD,False
8065256,APARTMENT,APARTMENT,240000,8301,75,2,False,0,False,0,True,0,False,False,,0,75,GOOD,False
8773406,APARTMENT,APARTMENT,242000,6800,120,3,True,0,False,0,True,49,False,False,isUnderOption,0,7,AS_NEW,False
7698134,APARTMENT,SERVICE_FLAT,245000,9620,75,1,True,0,False,0,True,18,False,False,,0,75,GOOD,False
8907880,APARTMENT,APARTMENT,260000,9000,0,1,True,0,False,0,True,0,False,False,isAnInteractiveSale,0,0,,False
8011306,APARTMENT,APARTMENT,263000,9700,119,2,True,0,False,0,True,0,False,False,,0,119,AS_NEW,False
8184721,APARTMENT,APARTMENT,269000,2870,91,2,False,0,False,0,True,0,False,False,,0,91,AS_NEW,False
8279636,APARTMENT,LOFT,275000,5300,0,0,False,0,False,0,False,0,False,False,,0,0,GOOD,False
8838755,APARTMENT,APARTMENT,277500,8420,105,3,True,0,False,0,False,0,False,False,,0,105,GOOD,False
8184719,APARTMENT,APARTMENT,279000,2870,92,2,False,0,False,0,True,0,False,False,,0,92,AS_NEW,False
8756067,APARTMENT,APARTMENT,279000,8500,130,2,True,0,True,54,True,18,False,False,,0,130,,False
8906917,APARTMENT,APARTMENT,280000,1060,80,1,True,0,False,0,False,0,False,False,isUnderOption,0,80,GOOD,False
8248612,APARTMENT,APARTMENT,285000,1760,94,2,False,0,False,0,True,15,False,False,,0,94,,False
8011303,APARTMENT,APARTMENT,287300,9700,143,3,False,0,False,0,True,0,False,False,isUnderOption,0,143,AS_NEW,False
8184720,APARTMENT,APARTMENT,289000,2870,101,2,False,0,False,0,True,0,False,False,,0,101,AS_NEW,False
8184717,APARTMENT,APARTMENT,289000,2870,98,2,False,0,False,0,True,0,False,False,,0,98,AS_NEW,False
8248609,APARTMENT,APARTMENT,290000,1760,103,2,False,0,False,0,True,10,False,False,,0,103,,False
8652303,APARTMENT,PENTHOUSE,295000,2000,72,2,False,0,False,0,True,18,False,False,,0,72,AS_NEW,False
8400789,APARTMENT,APARTMENT,299000,1840,120,2,False,0,False,0,True,0,False,False,,0,120,AS_NEW,False
8400787,APARTMENT,APARTMENT,299000,1840,119,2,False,0,False,0,True,0,False,False,,0,119,AS_NEW,False
8400785,APARTMENT,APARTMENT,299000,1840,115,2,False,0,False,0,True,0,False,False,,0,115,AS_NEW,False
8400790,APARTMENT,APARTMENT,309000,1840,106,2,False,0,False,0,True,0,False,False,,0,106,AS_NEW,False
8400791,APARTMENT,APARTMENT,314000,1840,143,3,False,0,False,0,True,0,False,False,,0,143,AS_NEW,False
8400788,APARTMENT,APARTMENT,319000,1840,106,2,False,0,False,0,True,0,False,False,,0,106,AS_NEW,False
8491807,APARTMENT,APARTMENT,334048,8770,131,2,False,0,False,0,True,0,False,False,,0,131,AS_NEW,False
8890040,APARTMENT,APARTMENT,340000,9850,116,3,False,0,False,0,False,0,False,False,,0,116,AS_NEW,False
8890029,APARTMENT,APARTMENT,343500,9850,118,3,False,0,False,0,True,12,False,False,,0,118,AS_NEW,False
8519603,APARTMENT,APARTMENT,345000,3370,130,2,True,0,False,0,True,0,False,False,,0,130,,False
8834082,APARTMENT,APARTMENT,348000,8000,0,2,False,0,False,0,False,0,False,False,,0,0,Not specified,False
8184718,APARTMENT,APARTMENT,349000,2870,119,2,False,0,False,0,True,0,False,False,,0,119,AS_NEW,False
8890026,APARTMENT,APARTMENT,358000,9850,127,3,False,0,False,0,True,14,False,False,,0,127,AS_NEW,False
8248617,APARTMENT,PENTHOUSE,380000,1760,132,3,False,0,False,0,True,19,False,False,,0,132,,False
8248616,APARTMENT,PENTHOUSE,380000,1760,145,3,False,0,False,0,True,44,False,False,,0,145,,False
8875897,APARTMENT,APARTMENT,390000,1050,57,1,True,0,False,0,True,25,False,False,,0,57,,False
8184716,APARTMENT,APARTMENT,399000,2870,137,2,False,0,False,0,True,0,False,False,,0,137,AS_NEW,False
8839467,APARTMENT,APARTMENT,445000,8300,130,3,True,0,False,0,True,17,False,False,,0,130,,False
8491520,APARTMENT,DUPLEX,445000,8434,125,2,True,0,False,0,True,0,False,False,,0,125,,False
8662818,APARTMENT,APARTMENT,459000,8300,83,2,False,0,False,0,True,18,False,False,,0,83,AS_NEW,False
7436046,APARTMENT,APARTMENT,480000,8300,70,2,True,0,False,0,False,0,False,False,,0,70,,False
8697995,APARTMENT,APARTMENT,545000,8301,113,3,True,0,False,0,True,48,False,False,,0,113,AS_NEW,False
7576511,APARTMENT,APARTMENT,594500,3090,144,2,True,0,False,0,True,90,False,False,,0,144,,False
8744297,APARTMENT,APARTMENT,615000,8420,148,0,True,0,False,0,True,23,False,False,,0,148,,False
8501999,APARTMENT,PENTHOUSE,699000,1160,130,2,False,0,False,0,True,38,False,False,,0,130,AS_NEW,False
8503369,APARTMENT,PENTHOUSE,799000,1160,164,3,False,0,False,0,True,20,False,False,,0,164,AS_NEW,False
8619796,APARTMENT,APARTMENT,880000,1210,0,5,False,0,False,0,False,0,False,False,,0,0,,False
8818188,APARTMENT,APARTMENT,975000,8301,125,3,False,0,False,0,True,10,False,False,,0,125,GOOD,False
8764408,APARTMENT,PENTHOUSE,995000,1180,185,3,False,0,False,0,True,180,False,False,,0,185,AS_NEW,False
7186112,APARTMENT,DUPLEX,995000,8300,0,3,True,0,False,0,False,0,False,False,,0,0,AS_NEW,False
8385057,APARTMENT,APARTMENT,3370000,1050,271,3,False,0,False,0,True,132,False,False,,0,271,JUST_RENOVATED,False
8889685,APARTMENT,APARTMENT,145000,7160,69,2,True,0,False,0,False,0,False,False,,0,69,GOOD,False
8865374,APARTMENT,APARTMENT,315000,2000,120,2,False,0,False,0,True,0,False,False,,0,120,Not specified,False
8778885,APARTMENT,DUPLEX,870000,1000,205,3,True,0,False,0,False,0,False,False,,0,205,,False
8868005,APARTMENT,GROUND_FLOOR,385000,1340,160,3,True,0,True,517,True,20,False,False,isNewPrice,0,160,,False
8911778,APARTMENT,APARTMENT,183000,2845,65,1,True,0,False,0,False,0,False,False,isNewlyBuilt,0,65,,False
8100736,APARTMENT,PENTHOUSE,184500,8530,79,2,False,0,False,0,True,5,False,False,isNewlyBuilt,0,79,GOOD,False
8674081,APARTMENT,APARTMENT,185000,9900,62,1,True,0,False,0,True,22,False,False,isNewlyBuilt,0,62,,False
7799196,APARTMENT,APARTMENT,195000,3500,65,1,True,0,False,0,True,8,False,False,isNewlyBuilt,0,65,AS_NEW,False
8479224,APARTMENT,APARTMENT,205000,1785,54,1,False,0,False,0,True,31,False,False,isUnderOption,0,54,,False
8100727,APARTMENT,APARTMENT,214500,8530,94,2,False,0,False,0,True,10,False,False,isNewlyBuilt,0,94,GOOD,False
8818639,APARTMENT,APARTMENT,222000,8790,79,2,True,0,False,0,True,17,False,False,isUnderOption,0,79,GOOD,False
8100734,APARTMENT,APARTMENT,224500,8530,76,2,False,0,False,0,True,26,False,False,isNewlyBuilt,0,76,GOOD,False
8646038,APARTMENT,APARTMENT,240000,9450,96,2,False,0,False,0,True,15,False,False,isNewlyBuilt,0,96,AS_NEW,False
8695048,APARTMENT,APARTMENT,245000,2230,116,2,True,0,True,75,True,43,False,False,isNewlyBuilt,0,116,,False
8671625,APARTMENT,APARTMENT,254000,9900,94,2,True,0,False,0,True,35,False,False,isNewlyBuilt,0,94,,False
8132678,APARTMENT,APARTMENT,265000,9450,102,2,False,0,False,0,True,15,False,False,isNewlyBuilt,0,102,AS_NEW,False
8132677,APARTMENT,APARTMENT,265000,9450,101,2,False,0,False,0,True,40,False,False,isNewlyBuilt,0,101,AS_NEW,False
8305657,APARTMENT,PENTHOUSE,274500,8530,101,3,False,0,False,0,True,31,False,False,isNewlyBuilt,0,101,GOOD,False
8671624,APARTMENT,APARTMENT,280500,9900,115,3,True,0,False,0,True,25,False,False,isNewlyBuilt,0,115,,False
8687103,APARTMENT,APARTMENT,288000,1785,87,2,False,0,False,0,True,19,False,False,isNewlyBuilt,0,87,,False
8911733,APARTMENT,APARTMENT,296000,8560,101,2,True,0,False,0,True,68,False,False,isNewlyBuilt,0,101,,False
8624352,APARTMENT,APARTMENT,301000,9310,116,2,True,0,False,0,True,0,False,False,isNewlyBuilt,0,116,AS_NEW,False
8846775,APARTMENT,APARTMENT,325000,1180,115,2,False,0,False,0,True,6,False,False,isNewlyBuilt,0,115,,False
8671855,APARTMENT,APARTMENT,349000,1970,90,2,True,0,True,95,True,12,False,False,isNewlyBuilt,0,90,,False
8482770,APARTMENT,APARTMENT,395000,9450,148,3,False,0,False,0,True,69,False,False,isNewlyBuilt,0,148,AS_NEW,False
8671856,APARTMENT,APARTMENT,405000,1970,107,3,True,0,True,158,True,12,False,False,isNewlyBuilt,0,107,,False
8911738,APARTMENT,PENTHOUSE,405000,8560,144,2,True,0,False,0,False,0,False,False,isNewlyBuilt,0,144,,False
8911734,APARTMENT,PENTHOUSE,410000,8560,142,2,True,0,False,0,False,0,False,False,isNewlyBuilt,0,142,,False
8818637,APARTMENT,APARTMENT,434000,8790,126,3,True,0,False,0,True,26,False,False,isNewlyBuilt,0,126,AS_NEW,False
8280954,APARTMENT,GROUND_FLOOR,525000,1150,95,2,True,0,True,111,True,25,False,False,isNewlyBuilt,0,95,AS_NEW,False
8716378,APARTMENT,APARTMENT,670000,1800,0,6,True,0,False,0,False,0,False,False,isNewlyBuilt,0,0,,False
8484563,APARTMENT,APARTMENT,1270000,8301,140,3,True,0,False,0,False,0,False,False,isNewlyBuilt,0,140,,False
8880853,APARTMENT,APARTMENT,69000,1070,75,1,True,0,False,0,False,0,False,False,isAnInteractiveSale,0,75,,False
8922568,APARTMENT,FLAT_STUDIO,89000,8420,42,0,True,0,False,0,False,0,False,False,,0,42,,False
8897600,APARTMENT,FLAT_STUDIO,125000,8400,45,1,True,0,False,0,False,0,False,False,,0,45,,False
8900328,APARTMENT,APARTMENT,130000,4960,0,3,True,0,False,0,True,0,False,False,isAnInteractiveSale,0,0,GOOD,False
8954694,APARTMENT,APARTMENT,149000,8800,80,1,True,0,False,0,True,0,False,False,isNewClassified,0,80,GOOD,False
8935906,APARTMENT,APARTMENT,165000,9470,96,1,True,0,False,0,False,0,False,False,isNewClassified,0,96,GOOD,False
8848516,APARTMENT,DUPLEX,169000,3300,103,3,True,0,False,0,True,0,False,False,,0,103,AS_NEW,False
8945969,APARTMENT,APARTMENT,174000,9052,60,1,True,0,False,0,False,0,False,False,isNewClassified,0,60,GOOD,False
8925818,APARTMENT,APARTMENT,175000,4250,103,2,True,0,False,0,False,0,False,False,,0,103,GOOD,False
8956408,APARTMENT,APARTMENT,189000,8301,47,1,False,0,False,0,False,0,False,False,isNewClassified,0,47,AS_NEW,False
8806839,APARTMENT,APARTMENT,235000,9000,57,1,True,0,False,0,False,0,False,False,,0,3,GOOD,False
8678659,APARTMENT,APARTMENT,269000,8300,32,1,True,0,False,0,False,0,False,False,,0,32,,False
8931824,APARTMENT,APARTMENT,275000,3010,90,2,True,0,False,0,True,6,False,False,,0,90,GOOD,False
8914236,APARTMENT,APARTMENT,290000,1030,110,1,True,0,True,100,False,0,False,False,,0,110,GOOD,False
8957430,APARTMENT,APARTMENT,290000,1160,80,1,True,0,True,150,True,10,False,False,isNewClassified,0,80,TO_BE_DONE_UP,False
8872091,APARTMENT,FLAT_STUDIO,295000,8300,32,0,False,0,False,0,False,0,False,False,,0,32,JUST_RENOVATED,False
8909633,APARTMENT,SERVICE_FLAT,299000,1310,60,1,False,0,False,0,True,3,False,False,,0,60,AS_NEW,False
8936752,APARTMENT,APARTMENT,299000,8400,135,3,True,0,False,0,True,10,False,False,isNewClassified,0,135,GOOD,False
8938509,APARTMENT,APARTMENT,319000,1780,120,3,True,0,False,0,True,2,False,False,isNewClassified,0,120,,True
8672217,APARTMENT,APARTMENT,345000,2000,0,2,True,0,False,0,True,0,False,False,,0,0,,False
8915372,APARTMENT,APARTMENT,346453,9000,95,2,True,0,False,0,True,10,False,False,,0,95,AS_NEW,False
8761308,APARTMENT,APARTMENT,349000,2000,130,3,True,0,False,0,True,2,False,False,,0,130,GOOD,False
8915371,APARTMENT,APARTMENT,357377,9000,88,2,True,0,False,0,True,9,False,False,,0,88,AS_NEW,False
8897693,APARTMENT,APARTMENT,399000,8670,125,3,True,0,False,0,True,0,True,False,,0,125,AS_NEW,True
8875308,APARTMENT,APARTMENT,449000,1500,175,3,True,0,False,0,True,14,False,False,,0,7,GOOD,False
8933750,APARTMENT,APARTMENT,449000,9300,216,3,True,0,False,0,True,0,False,False,isNewClassified,0,216,AS_NEW,False
8931942,APARTMENT,GROUND_FLOOR,474000,1200,113,3,True,0,True,11,True,17,False,False,isNewClassified,0,113,AS_NEW,False
8227277,APARTMENT,PENTHOUSE,497500,2180,0,1,False,0,False,0,True,0,False,False,isNewPrice,0,0,Not specified,False
8814956,APARTMENT,APARTMENT,510000,8300,97,2,True,0,False,0,False,0,False,False,,0,97,AS_NEW,False
8956137,APARTMENT,APARTMENT,549000,8670,70,2,True,0,False,0,False,0,True,False,isNewClassified,0,3,GOOD,False
8791211,APARTMENT,APARTMENT,800000,8300,140,4,False,0,False,0,True,0,False,False,,0,140,AS_NEW,False
8899152,APARTMENT,APARTMENT,975000,1180,293,3,True,0,False,0,True,25,False,True,,0,293,JUST_RENOVATED,False
8892301,APARTMENT,APARTMENT,975000,1180,189,2,True,0,False,0,True,14,False,False,,0,189,AS_NEW,False
8859199,APARTMENT,APARTMENT,1295000,8300,93,3,True,0,False,0,True,0,False,False,,0,93,AS_NEW,False
8915057,APARTMENT,PENTHOUSE,2200000,2000,385,3,True,0,False,0,True,134,False,False,,0,385,AS_NEW,False
8944983,APARTMENT,APARTMENT,330000,7500,121,2,True,0,False,0,True,36,False,False,isNewClassified,0,2,AS_NEW,False
8904654,APARTMENT,APARTMENT,299000,1120,110,3,True,0,False,0,True,6,False,False,,0,1,,False
8942719,APARTMENT,APARTMENT,150000,8660,0,1,False,0,False,0,False,0,False,False,isNewClassified,0,0,AS_NEW,False
8917005,APARTMENT,DUPLEX,3050000,8300,225,3,False,0,False,0,True,60,False,False,,0,225,JUST_RENOVATED,False
8937030,APARTMENT,APARTMENT,99000,6032,85,2,True,0,False,0,True,15,False,False,isNewClassified,0,85,,False
8873929,APARTMENT,APARTMENT,172000,1470,51,1,False,0,False,0,True,8,False,True,isNewlyBuilt,0,51,,False
8887987,APARTMENT,APARTMENT,172000,6210,51,1,False,0,False,0,True,8,False,True,isNewlyBuilt,0,51,,False
8859992,APARTMENT,DUPLEX,198900,3770,101,1,True,0,False,0,False,0,False,False,isNewlyBuilt,0,101,AS_NEW,False
8859988,APARTMENT,DUPLEX,198900,3770,101,1,True,0,False,0,False,0,False,False,isNewlyBuilt,0,101,AS_NEW,False
8956882,APARTMENT,APARTMENT,219000,3500,54,1,True,0,False,0,True,14,False,False,isNewlyBuilt,0,54,,False
8859993,APARTMENT,DUPLEX,232400,3770,123,2,True,0,False,0,False,0,False,False,isNewlyBuilt,0,123,AS_NEW,False
8859989,APARTMENT,DUPLEX,232400,3770,123,2,True,0,False,0,False,0,False,False,isNewlyBuilt,0,123,AS_NEW,False
8750600,APARTMENT,APARTMENT,250700,9200,105,2,True,0,False,0,True,8,False,False,isNewlyBuilt,0,105,,False
8912379,APARTMENT,APARTMENT,275000,2060,96,2,True,0,False,0,True,6,False,False,isNewlyBuilt,0,96,AS_NEW,False
8956884,APARTMENT,APARTMENT,309000,3500,82,1,True,0,False,0,True,15,False,False,isNewlyBuilt,0,82,,False
8683245,APARTMENT,APARTMENT,329000,1970,90,2,True,0,False,0,True,11,False,False,isNewlyBuilt,0,90,,False
8956886,APARTMENT,APARTMENT,335000,3500,75,1,True,0,False,0,True,26,False,False,isNewlyBuilt,0,75,,False
8956883,APARTMENT,APARTMENT,375000,3500,93,2,True,0,False,0,True,34,False,False,isNewlyBuilt,0,93,,False
8956885,APARTMENT,APARTMENT,385000,3500,93,2,True,0,False,0,True,33,False,False,isNewlyBuilt,0,93,,False
8956887,APARTMENT,APARTMENT,550000,3500,118,3,True,0,False,0,True,54,False,False,isNewlyBuilt,0,118,,False
8950477,APARTMENT,PENTHOUSE,1590000,2018,300,3,True,0,False,0,True,180,False,False,isNewlyBuilt,0,300,AS_NEW,False
8949562,APARTMENT,APARTMENT,345000,9051,126,3,False,0,False,0,False,0,False,False,isNewClassified,0,126,Not specified,False
8937413,APARTMENT,APARTMENT,495000,1180,142,3,True,0,False,0,True,14,False,False,isNewClassified,0,142,,False
8812507,APARTMENT,LOFT,1825000,8300,145,3,False,0,False,0,True,15,False,False,,0,145,AS_NEW,False
8896210,APARTMENT,APARTMENT,220000,1000,100,2,True,0,False,0,False,0,False,False,isAnInteractiveSale,0,100,Not specified,False
8887946,APARTMENT,APARTMENT,228000,8370,0,2,False,0,False,0,False,0,False,False,,0,0,GOOD,False
8898471,APARTMENT,APARTMENT,499000,9050,160,3,True,0,False,0,True,23,False,False,,0,160,GOOD,False
8820709,APARTMENT,GROUND_FLOOR,125000,1180,80,1,False,0,False,0,False,0,False,False,isAnInteractiveSale,0,80,Not specified,False
8890865,APARTMENT,APARTMENT,128000,6061,101,3,True,0,False,0,True,6,False,False,,0,101,,False
5947334,APARTMENT,APARTMENT,130000,8370,0,1,False,0,False,0,True,0,False,False,,0,0,Not specified,False
8917298,APARTMENT,APARTMENT,140000,6061,96,3,True,0,False,0,True,2,False,False,,0,96,,False
8487859,APARTMENT,APARTMENT,145000,8800,93,0,False,0,False,0,False,0,False,False,,0,93,GOOD,False
8801688,APARTMENT,APARTMENT,149500,8000,0,1,True,0,False,0,True,0,True,False,,0,0,AS_NEW,False
8352968,APARTMENT,APARTMENT,165000,2880,105,2,False,0,False,0,True,0,False,False,,0,105,AS_NEW,False
8596143,APARTMENT,GROUND_FLOOR,170000,1300,0,2,False,0,False,0,False,0,False,False,isNotarySale,0,0,TO_BE_DONE_UP,False
8911047,APARTMENT,APARTMENT,175000,7090,90,2,True,0,False,0,False,0,False,False,,0,90,,False
8713915,APARTMENT,APARTMENT,176000,3130,65,1,False,0,False,0,True,0,False,False,,0,65,,False
8713914,APARTMENT,APARTMENT,176000,3130,65,1,False,0,False,0,True,0,False,False,,0,65,,False
8673168,APARTMENT,APARTMENT,179000,1745,130,2,False,0,False,0,True,0,False,False,,0,130,AS_NEW,False
8199133,APARTMENT,APARTMENT,210000,8660,79,2,False,0,False,0,True,0,False,False,,0,79,AS_NEW,False
8199132,APARTMENT,APARTMENT,210000,8660,79,2,False,0,False,0,True,0,False,False,,0,79,AS_NEW,False
8822494,APARTMENT,APARTMENT,224000,4032,92,2,True,0,True,45,True,10,False,False,,0,92,AS_NEW,False
8822484,APARTMENT,DUPLEX,224000,4950,115,3,False,0,False,0,True,27,False,False,,0,115,AS_NEW,False
8557612,APARTMENT,APARTMENT,225000,7700,110,2,True,0,False,0,True,10,False,False,,0,110,GOOD,False
7984902,APARTMENT,APARTMENT,225000,8370,0,2,False,0,False,0,True,0,False,False,,0,0,TO_BE_DONE_UP,False
8838942,APARTMENT,APARTMENT,0,8420,65,2,False,0,False,0,False,0,False,False,isSoldOrRented,0,65,GOOD,False
8503366,APARTMENT,FLAT_STUDIO,229000,1160,46,0,False,0,False,0,True,15,False,False,,0,46,AS_NEW,False
8859549,APARTMENT,APARTMENT,230000,7000,106,2,True,0,False,0,False,0,False,False,,0,106,,False
8674085,APARTMENT,APARTMENT,232500,9900,82,1,True,0,True,92,True,11,False,False,,0,82,,False
8359725,APARTMENT,APARTMENT,249000,1000,66,1,True,0,False,0,False,0,False,False,,0,66,JUST_RENOVATED,False
8834351,APARTMENT,PENTHOUSE,255000,8000,0,3,True,0,False,0,False,0,False,False,,0,0,,False
8709052,APARTMENT,APARTMENT,259000,9260,103,3,True,0,True,21,True,0,False,False,,0,103,,False
8450159,APARTMENT,APARTMENT,259000,9290,124,2,False,0,False,0,True,0,False,False,,0,124,AS_NEW,False
8881690,APARTMENT,APARTMENT,279000,1840,95,2,False,0,False,0,True,0,False,False,,0,95,AS_NEW,False
8484502,APARTMENT,APARTMENT,285000,8380,78,2,True,0,False,0,False,0,False,False,,0,78,,False
8904632,APARTMENT,APARTMENT,299000,1000,125,3,False,0,False,0,False,0,False,False,,0,125,GOOD,False
8503367,APARTMENT,APARTMENT,299000,1160,66,1,False,0,False,0,True,10,False,False,,0,66,AS_NEW,False
8782683,APARTMENT,APARTMENT,299700,9420,118,2,True,0,False,0,True,37,False,False,,0,118,,False
8782682,APARTMENT,APARTMENT,299700,9420,111,2,True,0,False,0,True,44,False,False,,0,111,,False
8173669,APARTMENT,APARTMENT,299900,1500,0,2,True,0,False,0,True,14,False,False,,0,0,AS_NEW,False
8782684,APARTMENT,PENTHOUSE,328000,9420,119,2,True,0,False,0,True,31,False,False,,0,119,,False
6233919,APARTMENT,APARTMENT,329000,8370,0,2,False,0,False,0,False,0,False,False,,0,0,Not specified,False
8829269,APARTMENT,DUPLEX,335000,1180,96,2,True,0,False,0,True,4,False,False,isUnderOption,0,96,GOOD,False
8897642,APARTMENT,APARTMENT,339000,8200,90,1,True,0,False,0,True,9,False,False,,0,90,,False
8868860,APARTMENT,APARTMENT,359000,8620,71,2,True,0,False,0,False,0,False,False,,0,71,AS_NEW,False
7907314,APARTMENT,APARTMENT,369500,8620,125,3,True,0,False,0,False,0,False,False,,0,125,,False
8888087,APARTMENT,APARTMENT,372464,9000,110,3,False,0,False,0,True,10,False,False,,0,110,,False
8888080,APARTMENT,APARTMENT,372464,9000,110,3,False,0,False,0,True,10,False,False,,0,110,,False
8607682,APARTMENT,DUPLEX,375000,1861,153,2,False,0,False,0,True,40,False,False,,0,153,,False
7853406,APARTMENT,APARTMENT,380000,8660,101,2,False,0,False,0,True,0,False,False,,0,101,AS_NEW,False
8533008,APARTMENT,APARTMENT,415000,8300,0,1,False,0,False,0,True,0,False,False,,0,0,,False
8503368,APARTMENT,APARTMENT,419000,1160,95,2,False,0,False,0,True,10,False,False,,0,95,AS_NEW,False
8894720,APARTMENT,DUPLEX,440000,1190,220,2,True,0,False,0,True,12,False,False,,0,220,,False
8580699,APARTMENT,APARTMENT,450000,9000,124,4,True,0,False,0,True,12,False,False,,0,124,Not specified,False
7885929,APARTMENT,APARTMENT,452500,9120,98,2,True,0,False,0,False,0,False,False,,0,98,AS_NEW,False
8623851,APARTMENT,APARTMENT,730000,3140,235,4,False,0,False,0,False,0,False,False,,0,235,,False
8484559,APARTMENT,APARTMENT,760000,8301,119,2,False,0,False,0,False,0,False,False,,0,119,,False
8285368,APARTMENT,GROUND_FLOOR,1080000,1180,190,2,True,0,True,100,True,120,False,False,,0,190,AS_NEW,True
8923343,APARTMENT,APARTMENT,1250000,2018,180,0,False,0,False,0,False,0,False,False,,0,180,,False
8602342,APARTMENT,APARTMENT,1350000,1180,228,3,True,0,True,300,True,61,False,False,,0,228,,False
8530526,APARTMENT,APARTMENT,1850000,8810,0,0,False,0,False,0,False,0,False,False,,0,0,GOOD,False
8809172,APARTMENT,APARTMENT,436500,8790,127,3,False,0,False,0,True,25,False,False,isNewlyBuilt,0,127,AS_NEW,False
8903641,APARTMENT,APARTMENT,245000,9230,81,2,True,0,False,0,True,0,False,False,,0,81,,False
8824590,APARTMENT,APARTMENT,460000,8301,96,3,False,0,False,0,True,0,False,False,,0,96,AS_NEW,False
8936065,APARTMENT,DUPLEX,395000,1180,0,3,False,0,False,0,False,0,False,False,isNewClassified,0,0,GOOD,False
8949365,APARTMENT,APARTMENT,425000,1180,120,3,False,0,False,0,True,0,False,False,isNewClassified,0,120,,False
8935389,APARTMENT,APARTMENT,380000,2018,83,2,True,0,False,0,True,37,False,False,isNewClassified,0,83,,False
8617208,APARTMENT,APARTMENT,435000,2880,115,2,False,0,False,0,True,6,False,False,,0,115,GOOD,False
8730014,APARTMENT,APARTMENT,398000,8301,76,2,False,0,False,0,False,0,False,False,isNewlyBuilt,0,76,Not specified,False
8910547,APARTMENT,APARTMENT,165000,8434,49,1,True,0,False,0,True,13,False,False,,0,49,AS_NEW,False
8407103,APARTMENT,APARTMENT,138000,7020,68,1,True,0,False,0,True,8,False,False,isNewlyBuilt,0,68,,False
8801866,APARTMENT,GROUND_FLOOR,176385,3840,77,1,True,0,False,0,True,30,False,False,isNewlyBuilt,0,77,,False
8630076,APARTMENT,SERVICE_FLAT,182900,3500,62,1,True,0,False,0,True,8,False,False,isNewlyBuilt,0,62,AS_NEW,False
8630077,APARTMENT,SERVICE_FLAT,199900,3500,62,1,True,0,False,0,True,9,False,False,isNewlyBuilt,0,62,AS_NEW,False
8011772,APARTMENT,PENTHOUSE,199900,6000,0,2,True,0,False,0,True,0,False,False,isUnderOption,0,0,AS_NEW,False
7928897,APARTMENT,APARTMENT,204500,8530,95,2,False,0,False,0,True,18,False,False,isNewlyBuilt,0,95,,False
8899537,APARTMENT,APARTMENT,206500,9900,0,2,True,0,False,0,True,11,False,False,isNewlyBuilt,0,0,,False
8562585,APARTMENT,APARTMENT,212478,3870,93,2,True,0,False,0,False,0,False,False,isNewlyBuilt,0,93,,False
8562584,APARTMENT,APARTMENT,238941,3870,106,2,True,0,False,0,False,0,False,False,isNewlyBuilt,0,106,,False
8630072,APARTMENT,GROUND_FLOOR,244600,3500,96,2,True,0,False,0,True,12,False,False,isNewlyBuilt,0,96,AS_NEW,False
8701786,APARTMENT,PENTHOUSE,250000,3460,90,2,True,0,False,0,True,20,False,False,isNewlyBuilt,0,90,AS_NEW,False
8911728,APARTMENT,APARTMENT,252000,8560,101,2,True,0,False,0,False,0,False,False,isNewlyBuilt,0,101,,False
8562582,APARTMENT,GROUND_FLOOR,265000,3870,136,2,True,0,False,0,False,0,False,False,isNewlyBuilt,0,136,,False
7801966,APARTMENT,APARTMENT,288000,2018,0,3,True,0,False,0,True,12,False,False,isNewlyBuilt,0,0,AS_NEW,False
8827111,APARTMENT,APARTMENT,289000,4600,108,2,False,0,False,0,True,8,False,False,isNewlyBuilt,0,108,AS_NEW,False
